tarih,sehir,urun,seq,tip,race_kodlar,kombo,tl,beraberlik
2022-02-01,KOCAELI,5,2,odendi,189966/189962/189964/189955/189968,2/1/4/2/4,66.63,0
2022-02-01,KOCAELI,4,1,odendi,189962/189964/189955/189968,1/4/2/4,29.93,0
2022-02-01,KOCAELI,3,2,odendi,189964/189955/189968,4/2/4,13.83,0
2022-02-02,ANTALYA,4,1,odendi,189979/189972/189976/189983,"1/1/3/1,9",20.56,1
2022-02-02,ANTALYA,3,1,odendi,189972/189976/189983,"1/3/1,9",16.45,1
2022-02-02,ANTALYA,6,1,odendi,189976/189983/189973/189975/189974/189977,"3/1,9/1,6,7,8/3/3/3",34.83,1
2022-02-02,ANTALYA,5,1,odendi,189983/189973/189975/189974/189977,"1,9/1,6,7,8/3/3/3",9.25,1
2022-02-02,ANTALYA,4,2,odendi,189973/189975/189974/189977,"1,6,7,8/3/3/3",2.04,1
2022-02-02,ANTALYA,3,2,odendi,189975/189974/189977,3/3/3,2.37,0
2022-02-02,ISTANBUL,4,1,odendi,189984/189980/189985/189971,"2,4/2,3/11/2",10.15,1
2022-02-02,ISTANBUL,3,1,odendi,189980/189985/189971,"2,3/11/2",6.48,1
2022-02-02,ISTANBUL,6,1,odendi,189985/189971/189981/189978/189970/189982,11/2/2/8/5/11,3089.9,0
2022-02-02,ISTANBUL,5,1,odendi,189971/189981/189978/189970/189982,2/2/8/5/11,506.27,0
2022-02-02,ISTANBUL,4,2,odendi,189981/189978/189970/189982,2/8/5/11,104.2,0
2022-02-02,ISTANBUL,3,2,odendi,189978/189970/189982,8/5/11,59.97,0
2022-02-03,IZMIR,3,1,odendi,189990/189995/189992,5/8/1,74.33,0
2022-02-03,IZMIR,6,1,odendi,189995/189992/189991/189997/189993/189989,8/1/1/1/6/2,316.23,0
2022-02-03,IZMIR,5,1,odendi,189992/189991/189997/189993/189989,1/1/1/6/2,39.43,0
2022-02-03,IZMIR,4,1,odendi,189991/189997/189993/189989,1/1/6/2,14.81,0
2022-02-03,IZMIR,3,2,odendi,189997/189993/189989,1/6/2,18.47,0
2022-02-03,SANLIURFA,3,1,odendi,189996/189998/189987,10/5/14,15.9,0
2022-02-03,SANLIURFA,6,1,odendi,189986/190000/189996/189998/189987/189999,"3/4,8/10/5/14/3",1265.54,1
2022-02-03,SANLIURFA,5,1,odendi,190000/189996/189998/189987/189999,"4,8/10/5/14/3",173.1,1
2022-02-03,SANLIURFA,6,2,odendi,189998/189987/189999/189994/189988/190001,5/14/3/8/12/5,24831.46,0
2022-02-03,SANLIURFA,5,2,odendi,189987/189999/189994/189988/190001,14/3/8/12/5,3129.45,0
2022-02-03,SANLIURFA,4,1,odendi,189999/189994/189988/190001,3/8/12/5,896.09,0
2022-02-03,SANLIURFA,3,2,odendi,189994/189988/190001,8/12/5,217.01,0
2022-02-04,ANTALYA,3,1,odendi,190002/190007/190011,4/7/4,21.33,0
2022-02-04,ANTALYA,6,1,odendi,190007/190011/190004/190005/190009/190003,"7/4/1/1/5/1,5",350.42,1
2022-02-04,ANTALYA,5,1,odendi,190011/190004/190005/190009/190003,"4/1/1/5/1,5",68.22,1
2022-02-04,ANTALYA,4,1,odendi,190004/190005/190009/190003,"1/1/5/1,5",14.6,1
2022-02-04,ANTALYA,3,2,odendi,190005/190009/190003,"1/5/1,5",5.07,1
2022-02-04,IZMIR,6,1,odendi,190012/190006/190014/190008/190010/190013,10/8/10/3/3/5,17717.8,0
2022-02-04,IZMIR,5,1,odendi,190006/190014/190008/190010/190013,8/10/3/3/5,2689.46,0
2022-02-04,IZMIR,4,1,odendi,190014/190008/190010/190013,10/3/3/5,468.51,0
2022-02-04,IZMIR,3,1,odendi,190008/190010/190013,3/3/5,166.58,0
2022-02-05,ADANA,3,1,odendi,190029/190026/190031,4/9/1,25.62,0
2022-02-05,ADANA,6,1,odendi,190030/190018/190029/190026/190031/190028,"4,8/6/4/9/1/2",464.81,1
2022-02-05,ADANA,5,1,odendi,190018/190029/190026/190031/190028,6/4/9/1/2,201.11,0
2022-02-05,ADANA,6,2,odendi,190026/190031/190028/190025/190017/190027,9/1/2/2/3/4,152.35,0
2022-02-05,ADANA,5,2,odendi,190031/190028/190025/190017/190027,1/2/2/3/4,21.9,0
2022-02-05,ADANA,4,1,odendi,190028/190025/190017/190027,2/2/3/4,12.51,0
2022-02-05,ADANA,3,2,odendi,190025/190017/190027,2/3/4,2.95,0
2022-02-05,ISTANBUL,4,1,odendi,190023/190024/190022/190015,"4/3/2/4,7,10",103.92,1
2022-02-05,ISTANBUL,3,1,odendi,190024/190022/190015,"3/2/4,7,10",65.76,1
2022-02-05,ISTANBUL,6,1,odendi,190022/190015/190019/190021/190016/190020,"2/4,7,10/3/7/7/3",367.01,1
2022-02-05,ISTANBUL,5,1,odendi,190015/190019/190021/190016/190020,"4,7,10/3/7/7/3",25.77,1
2022-02-05,ISTANBUL,4,2,odendi,190019/190021/190016/190020,3/7/7/3,22.3,0
2022-02-05,ISTANBUL,3,2,odendi,190021/190016/190020,7/7/3,16.56,0
2022-02-06,ADANA,3,1,odendi,190044/190046/190033,4/9/6,57.58,0
2022-02-06,ADANA,6,1,odendi,190046/190033/190045/190043/190042/190032,9/6/1/3/3/11,292.09,0
2022-02-06,ADANA,5,1,odendi,190033/190045/190043/190042/190032,6/1/3/3/11,21.44,0
2022-02-06,ADANA,4,1,odendi,190045/190043/190042/190032,1/3/3/11,5.97,0
2022-02-06,ADANA,3,2,odendi,190043/190042/190032,3/3/11,0.92,0
2022-02-06,IZMIR,4,1,odendi,190035/190037/190041/190038,"4/5/4/2,5,6",90.4,1
2022-02-06,IZMIR,3,1,odendi,190037/190041/190038,"5/4/2,5,6",15.9,1
2022-02-06,IZMIR,6,1,odendi,190041/190038/190034/190039/190036/190040,"4/2,5,6/5/3/1/3",178.58,1
2022-02-06,IZMIR,5,1,odendi,190038/190034/190039/190036/190040,"2,5,6/5/3/1/3",11.28,1
2022-02-06,IZMIR,4,2,odendi,190034/190039/190036/190040,5/3/1/3,8.76,0
2022-02-06,IZMIR,3,2,odendi,190039/190036/190040,3/1/3,3.51,0
2022-02-07,BURSA,3,1,odendi,190058/190057/190063,1/3/8,53.72,0
2022-02-07,BURSA,6,1,odendi,190047/190062/190058/190057/190063/190060,3/2/1/3/8/3,4186.81,0
2022-02-07,BURSA,5,1,odendi,190062/190058/190057/190063/190060,2/1/3/8/3,320.27,0
2022-02-07,BURSA,6,2,odendi,190057/190063/190060/190064/190048/190061,"3/8/3/1,2/5/4",1150.39,1
2022-02-07,BURSA,5,2,odendi,190063/190060/190064/190048/190061,"8/3/1,2/5/4",358.61,1
2022-02-07,BURSA,4,1,odendi,190060/190064/190048/190061,"3/1,2/5/4",28.71,1
2022-02-07,BURSA,3,2,odendi,190064/190048/190061,"1,2/5/4",2.73,1
2022-02-07,SANLIURFA,3,1,odendi,190059/190054/190050,"7/8/8,9",28.38,1
2022-02-07,SANLIURFA,6,1,odendi,190049/190055/190059/190054/190050/190053,"7/5/7/8/8,9/7",14156.68,1
2022-02-07,SANLIURFA,5,1,odendi,190055/190059/190054/190050/190053,"5/7/8/8,9/7",1191.98,1
2022-02-07,SANLIURFA,6,2,odendi,190054/190050/190053/190056/190051/190052,"8/8,9/7/3/5/6",17890.03,1
2022-02-07,SANLIURFA,5,2,odendi,190050/190053/190056/190051/190052,"8,9/7/3/5/6",1122.47,1
2022-02-07,SANLIURFA,4,1,odendi,190053/190056/190051/190052,7/3/5/6,473.53,0
2022-02-07,SANLIURFA,3,2,odendi,190056/190051/190052,3/5/6,74.33,0
2022-02-08,ADANA,3,1,odendi,190076/190077/190078,3/2/1,22.25,0
2022-02-08,ADANA,6,1,odendi,190077/190078/190065/190075/190079/190066,2/1/6/1/3/4,1629.83,0
2022-02-08,ADANA,5,1,odendi,190078/190065/190075/190079/190066,1/6/1/3/4,289.5,0
2022-02-08,ADANA,4,1,odendi,190065/190075/190079/190066,6/1/3/4,50.33,0
2022-02-08,ADANA,3,2,odendi,190075/190079/190066,1/3/4,3.71,0
2022-02-08,KOCAELI,4,1,odendi,190073/190069/190071/190072,1/2/7/3,126.6,0
2022-02-08,KOCAELI,3,1,odendi,190069/190071/190072,2/7/3,34.61,0
2022-02-08,KOCAELI,6,1,odendi,190071/190072/190074/190067/190070/190068,"7/3/3,6/2/5/3",1269.76,1
2022-02-08,KOCAELI,5,1,odendi,190072/190074/190067/190070/190068,"3/3,6/2/5/3",332.62,1
2022-02-08,KOCAELI,4,2,odendi,190074/190067/190070/190068,"3,6/2/5/3",47.73,1
2022-02-08,KOCAELI,3,2,odendi,190067/190070/190068,2/5/3,10.16,0
2022-02-09,ANTALYA,4,1,odendi,190095/190084/190093/190090,"4/5/8/2,3",111.28,1
2022-02-09,ANTALYA,3,1,odendi,190084/190093/190090,"5/8/2,3",47.85,1
2022-02-09,ANTALYA,6,1,odendi,190093/190090/190082/190088/190083/190094,"8/2,3/1/1/1/5,11",4436.55,1
2022-02-09,ANTALYA,5,1,odendi,190090/190082/190088/190083/190094,"2,3/1/1/1/5,11",346.56,1
2022-02-09,ANTALYA,4,2,odendi,190082/190088/190083/190094,"1/1/1/5,11",116.23,1
2022-02-09,ANTALYA,3,2,odendi,190088/190083/190094,"1/1/5,11",38.13,1
2022-02-09,ISTANBUL,4,1,odendi,190081/190092/190080/190085,"1,2/4/7/6",18.75,1
2022-02-09,ISTANBUL,3,1,odendi,190092/190080/190085,4/7/6,13.2,0
2022-02-09,ISTANBUL,6,1,odendi,190080/190085/190086/190091/190087/190089,7/6/4/1/2/4,219.03,0
2022-02-09,ISTANBUL,5,1,odendi,190085/190086/190091/190087/190089,6/4/1/2/4,76.1,0
2022-02-09,ISTANBUL,4,2,odendi,190086/190091/190087/190089,4/1/2/4,15.57,0
2022-02-09,ISTANBUL,3,2,odendi,190091/190087/190089,1/2/4,9.88,0
2022-02-10,IZMIR,6,1,odendi,190107/190109/190108/190103/190106/190098,"5/10/4/2/6/2,8",3851.99,1
2022-02-10,IZMIR,5,1,odendi,190109/190108/190103/190106/190098,"10/4/2/6/2,8",451.45,1
2022-02-10,IZMIR,4,1,odendi,190108/190103/190106/190098,"4/2/6/2,8",34.94,1
2022-02-10,IZMIR,3,1,odendi,190103/190106/190098,"2/6/2,8",7.95,1
2022-02-10,SANLIURFA,4,1,odendi,190096/190105/190100/190099,"2,8/3/6,8/5",61.53,1
2022-02-10,SANLIURFA,3,1,odendi,190105/190100/190099,"3/6,8/5",40.96,1
2022-02-10,SANLIURFA,6,1,odendi,190100/190099/190101/190104/190097/190102,"6,8/5/4/5/1,4,8/1,15",947.26,1
2022-02-10,SANLIURFA,5,1,odendi,190099/190101/190104/190097/190102,"5/4/5/1,4,8/1,15",252.77,1
2022-02-10,SANLIURFA,4,2,odendi,190101/190104/190097/190102,"4/5/1,4,8/1,15",67.66,1
2022-02-10,SANLIURFA,3,2,odendi,190104/190097/190102,"5/1,4,8/1,15",36.38,1
2022-02-11,ANTALYA,4,1,odendi,190118/190127/190131/190130,1/1/1/4,23.01,0
2022-02-11,ANTALYA,3,1,odendi,190127/190131/190130,1/1/4,14.52,0
2022-02-11,ANTALYA,6,1,odendi,190131/190130/190125/190126/190119/190129,"1/4/2/4/2/2,6",1202.42,1
2022-02-11,ANTALYA,5,1,odendi,190130/190125/190126/190119/190129,"4/2/4/2/2,6",160.23,1
2022-02-11,ANTALYA,4,2,odendi,190125/190126/190119/190129,"2/4/2/2,6",81.17,1
2022-02-11,ANTALYA,3,2,odendi,190126/190119/190129,"4/2/2,6",63.57,1
2022-02-11,IZMIR,6,1,odendi,190120/190122/190121/190128/190123/190124,7/3/7/2/2/1,121.96,0
2022-02-11,IZMIR,5,1,odendi,190122/190121/190128/190123/190124,3/7/2/2/1,35.14,0
2022-02-11,IZMIR,4,1,odendi,190121/190128/190123/190124,7/2/2/1,8.61,0
2022-02-11,IZMIR,3,1,odendi,190128/190123/190124,2/2/1,1.3,0
